merchant_id,vintage_days,mcc,lob,business_type,state,city_tier,kyb_score,gst_registered,pan_verified,monthly_txn_volume_inr,monthly_txn_count,avg_ticket_size_inr,txn_velocity,dispute_rate,chargeback_count_90d,refund_rate,settlement_delay_days,rbi_flags_count,aml_alerts_30d,days_since_last_txn,active_devices,p2p_ratio,risk_label,churn_label
MID01002375,23,8398,NGO & Donations,Proprietorship,Bihar,1,0.7156,1,1,25484.09,331,76.9,11.033,0.01063,9,0.01196,1.59,0,0,1,3,0.3069,0,1
MID01002376,447,5732,Electronics Retail,Proprietorship,Uttar Pradesh,1,0.6628,1,0,32415.2,56,573.96,1.867,0.01185,2,0.01279,1.99,0,0,6,2,0.0634,0,1
MID01002377,17,5814,QSR & Food Delivery,Proprietorship,Odisha,3,0.6512,1,1,781.33,1,953.58,0.033,0.02136,0,0.022,1.35,0,0,0,1,0.1525,0,1
MID01002378,282,8211,Education,Pvt Ltd,Madhya Pradesh,1,0.531,1,0,73231.68,283,258.34,9.433,0.00262,3,0.00586,0.37,0,0,2,2,0.057,0,1
MID01002379,247,4814,Telecom & Recharge,Proprietorship,Haryana,3,0.6831,0,1,76734.14,235,325.97,7.833,0.00073,0,0.05852,1.52,0,0,4,3,0.4165,1,1
MID01002380,205,4121,Mobility & Ride-hailing,Proprietorship,Odisha,2,0.8112,0,1,33198.05,60,544.66,2.0,0.01566,1,0.04255,0.61,0,0,2,1,0.2817,0,1
MID01002381,596,8211,Education,Proprietorship,Uttar Pradesh,1,0.8292,1,1,9142.67,14,625.8,0.467,0.00851,1,0.0056,1.38,0,0,5,6,0.1669,0,1
MID01002382,58,5411,Grocery & Kirana,Proprietorship,Haryana,1,0.5811,1,1,233287.94,411,566.46,13.7,0.00485,4,0.01294,0.0,0,0,0,2,0.1169,0,1
MID01002383,161,7299,Personal Services,LLP,Tamil Nadu,1,0.5709,1,0,619407.86,800,774.22,26.667,0.02471,28,0.0427,1.95,0,0,0,1,0.0559,1,0
MID01002384,535,4814,Telecom & Recharge,Proprietorship,Telangana,2,0.6714,1,1,85594.19,174,489.84,5.8,0.0282,5,0.04053,1.42,0,0,3,1,0.0718,0,1
MID01002385,146,5912,Pharmacy,Proprietorship,Rajasthan,3,0.8413,1,1,19800.57,86,229.7,2.867,0.00648,0,0.01483,1.36,0,0,2,2,0.4154,0,1
MID01002386,54,5814,QSR & Food Delivery,Proprietorship,Maharashtra,2,0.9879,1,1,22303.61,82,269.98,2.733,0.01491,4,0.01727,2.0,0,0,11,2,0.2782,0,0
MID01002387,527,5411,Grocery & Kirana,LLP,Haryana,2,0.8354,1,0,89108.83,445,200.09,14.833,0.01021,8,0.01657,0.0,0,0,0,1,0.035,0,0
MID01002388,831,5734,SaaS & Digital Goods,Pvt Ltd,Odisha,3,0.9125,1,1,48454.46,181,266.41,6.033,0.00638,2,0.00671,0.55,0,0,0,1,0.302,0,1
MID01002389,258,5812,Food & Restaurants,Proprietorship,Karnataka,2,0.8568,0,1,78318.61,117,668.84,3.9,0.00433,0,0.04228,0.89,0,0,0,2,0.149,0,0
MID01002390,38,5814,QSR & Food Delivery,Partnership,Bihar,2,0.7713,1,1,59789.79,297,201.24,9.9,0.01998,9,0.03029,0.0,0,0,1,1,0.0358,0,1
MID01002391,547,4814,Telecom & Recharge,Pvt Ltd,Karnataka,2,0.8377,1,1,19568.79,18,1056.76,0.6,0.00589,0,0.01871,1.4,0,0,13,1,0.2855,0,1
MID01002392,51,4900,Utilities,Pvt Ltd,Karnataka,1,1.0,1,1,15198.11,91,165.76,3.033,0.00363,0,0.02324,0.34,0,0,4,1,0.0394,0,1
MID01002393,368,5812,Food & Restaurants,Proprietorship,Haryana,1,0.9027,0,0,42300.21,87,484.4,2.9,0.00867,2,0.00963,2.19,0,0,1,1,0.3237,0,1
MID01002394,2,7299,Personal Services,Pvt Ltd,Punjab,2,0.5091,1,1,52611.53,61,855.97,2.033,0.0492,4,0.06421,0.5,0,0,7,6,0.0617,2,1
MID01002395,84,5651,Apparel,Partnership,Bihar,2,0.6748,1,1,4864.75,8,604.21,0.267,0.00761,0,0.00791,2.09,0,0,0,2,0.0593,0,1
MID01002396,173,7995,Gambling (Prohibited),Proprietorship,Uttar Pradesh,1,0.7003,1,0,39542.94,516,76.5,17.2,0.05207,45,0.04318,2.41,0,1,2,2,0.3009,2,0
MID01002397,28,5411,Grocery & Kirana,Proprietorship,Rajasthan,3,0.85,1,1,23982.07,52,454.83,1.733,0.02521,2,0.02139,2.14,0,0,0,3,0.368,0,1
MID01002398,141,5411,Grocery & Kirana,Proprietorship,Tamil Nadu,1,0.4186,1,0,27317.8,131,207.68,4.367,0.00877,2,0.01159,1.0,0,0,8,4,0.502,0,1
MID01002399,487,4121,Mobility & Ride-hailing,Proprietorship,Punjab,2,0.8047,1,1,309558.93,2522,122.73,84.067,0.01893,84,0.02545,0.64,0,0,9,1,0.18,1,1
MID01002400,173,5812,Food & Restaurants,Proprietorship,Bihar,3,0.8829,1,1,160178.35,324,493.04,10.8,0.02444,9,0.02047,2.63,0,0,3,1,0.1487,0,1
MID01002401,9,5499,FMCG Retail,Pvt Ltd,Rajasthan,1,0.6259,0,1,65689.89,501,131.1,16.7,0.01047,8,0.02411,1.96,0,0,6,1,0.0437,1,1
MID01002402,358,5411,Grocery & Kirana,Pvt Ltd,Odisha,3,0.9142,1,1,367134.93,730,502.87,24.333,0.01153,14,0.00977,1.07,0,0,5,1,0.2569,0,1
MID01002403,134,7011,Travel & Hospitality,Proprietorship,Gujarat,3,0.8915,1,1,96914.86,64,1495.74,2.133,0.0765,6,0.05139,1.85,0,0,1,1,0.1637,1,0
MID01002404,113,8211,Education,Proprietorship,Bihar,2,0.9129,1,0,46012.84,86,529.54,2.867,0.02698,3,0.0199,0.43,0,0,4,1,0.0894,0,1
MID01002405,52,7995,Gambling (Prohibited),Partnership,Rajasthan,3,0.7546,1,1,14488.25,44,327.17,1.467,0.01623,0,0.03346,1.3,0,0,0,1,0.1893,1,1
MID01002406,361,5734,SaaS & Digital Goods,Proprietorship,Tamil Nadu,2,0.8304,1,1,28273.41,80,349.1,2.667,0.02508,3,0.02125,0.73,0,0,8,2,0.1589,0,1
MID01002407,189,8211,Education,Proprietorship,Gujarat,2,0.9664,1,1,69026.27,75,918.36,2.5,0.00103,0,0.00946,0.43,0,0,2,1,0.3733,0,1
MID01002408,25,5732,Electronics Retail,Pvt Ltd,West Bengal,2,0.1982,1,0,19690.6,64,306.42,2.133,0.0225,2,0.01517,1.08,0,0,16,1,0.1919,1,1
MID01002409,158,5912,Pharmacy,Proprietorship,Karnataka,1,0.9508,0,1,7295.53,27,265.38,0.9,0.01365,0,0.0235,1.91,0,0,5,1,0.1304,0,1
MID01002410,109,8211,Education,Proprietorship,Odisha,1,0.8841,1,1,30084.41,172,174.48,5.733,0.00956,2,0.06578,2.64,0,0,1,2,0.0845,0,0
MID01002411,1307,8398,NGO & Donations,Pvt Ltd,Delhi,1,0.7466,1,1,295162.68,1635,180.43,54.5,0.00913,24,0.011,0.47,0,0,2,1,0.0311,0,1
MID01002412,49,5734,SaaS & Digital Goods,Partnership,Punjab,1,0.7958,1,0,1552.09,1,901.37,0.033,0.00813,0,0.01298,0.68,0,0,1,2,0.3286,0,0
MID01002413,63,7011,Travel & Hospitality,Proprietorship,Odisha,3,0.8516,1,1,171141.77,656,260.51,21.867,0.08596,110,0.06552,4.05,0,1,1,2,0.101,2,1
MID01002414,820,5812,Food & Restaurants,Partnership,Uttar Pradesh,3,0.6123,0,1,90679.06,136,664.94,4.533,0.00675,0,0.02495,0.37,0,0,25,2,0.2228,1,1
MID01002415,1050,5734,SaaS & Digital Goods,LLP,Kerala,3,0.7851,0,1,33255.0,46,715.09,1.533,0.0274,0,0.01806,0.78,0,0,0,2,0.1085,0,0
MID01002416,128,5734,SaaS & Digital Goods,Proprietorship,West Bengal,1,0.8093,1,1,73587.5,431,170.64,14.367,0.0021,1,0.00308,1.31,0,0,0,1,0.3518,0,1
MID01002417,143,4814,Telecom & Recharge,Partnership,Haryana,2,0.5354,1,0,140064.1,710,197.24,23.667,0.02443,26,0.04164,2.1,0,0,2,1,0.187,1,1
MID01002418,500,8011,Healthcare,Proprietorship,Maharashtra,2,0.8289,1,1,52457.28,77,678.26,2.567,0.012,0,0.05579,0.0,0,0,4,2,0.166,0,0
MID01002419,26,5499,FMCG Retail,Proprietorship,Gujarat,1,0.8285,1,1,141219.81,308,457.79,10.267,0.03532,15,0.05928,1.05,0,0,1,5,0.3365,1,1
MID01002420,42,5734,SaaS & Digital Goods,Proprietorship,Kerala,2,0.8503,1,1,101840.64,296,343.45,9.867,0.00664,3,0.02798,0.36,0,0,5,4,0.4293,0,0
MID01002421,204,5411,Grocery & Kirana,Proprietorship,Karnataka,1,0.4787,0,1,68770.72,112,611.28,3.733,0.00967,2,0.04849,2.14,0,0,3,2,0.1476,1,1
MID01002422,1273,8011,Healthcare,Proprietorship,Madhya Pradesh,3,0.7173,0,1,11051.48,11,1003.45,0.367,0.06962,1,0.09193,3.51,0,0,1,1,0.1403,1,1
MID01002423,174,5411,Grocery & Kirana,Pvt Ltd,Kerala,1,0.748,1,1,46924.78,120,389.54,4.0,0.01102,4,0.02985,1.03,0,0,0,1,0.1346,0,1
MID01002424,299,5814,QSR & Food Delivery,Proprietorship,Maharashtra,3,0.5507,1,1,2503.01,10,241.78,0.333,0.0059,0,0.00564,1.01,0,0,4,1,0.1633,0,1
MID01002425,840,5812,Food & Restaurants,Pvt Ltd,Maharashtra,3,0.715,0,1,77101.26,171,448.32,5.7,0.02087,7,0.02106,1.59,0,0,4,2,0.2984,1,0
MID01002426,2223,5651,Apparel,Proprietorship,Tamil Nadu,2,0.7848,0,1,38876.92,198,195.54,6.6,0.01729,5,0.01286,0.63,0,0,1,6,0.3003,0,0
MID01002427,151,5812,Food & Restaurants,Pvt Ltd,Kerala,1,0.984,1,1,23379.08,50,458.73,1.667,0.01354,1,0.01608,0.98,0,0,5,1,0.2465,0,1
MID01002428,6,5734,SaaS & Digital Goods,Proprietorship,West Bengal,1,0.8109,1,1,88311.32,218,404.12,7.267,0.01938,12,0.0245,0.84,0,0,3,2,0.0369,0,0
MID01002429,1672,5499,FMCG Retail,Proprietorship,West Bengal,3,0.434,1,1,9472.29,48,193.59,1.6,0.03366,7,0.04096,1.15,1,0,1,1,0.0933,2,1
MID01002430,59,8211,Education,Partnership,Rajasthan,1,1.0,1,1,52220.81,186,280.26,6.2,0.00817,2,0.01015,2.03,0,0,12,2,0.2067,0,1
MID01002431,755,5814,QSR & Food Delivery,Pvt Ltd,West Bengal,1,0.919,1,1,44853.27,148,301.33,4.933,0.02268,6,0.01364,0.56,0,0,20,3,0.1012,0,0
MID01002432,97,5411,Grocery & Kirana,Proprietorship,Gujarat,3,0.7214,1,1,23250.01,29,780.45,0.967,0.00154,0,0.02792,1.73,0,0,2,1,0.1236,0,0
MID01002433,299,7011,Travel & Hospitality,Proprietorship,Maharashtra,2,0.8878,1,1,66074.89,360,183.53,12.0,0.0302,22,0.02939,1.37,0,0,7,1,0.1015,0,0
MID01002434,212,4900,Utilities,Partnership,Maharashtra,2,0.6285,1,0,459555.79,2360,194.71,78.667,0.01185,41,0.00963,1.03,0,0,7,4,0.3891,0,1
MID01002435,103,5499,FMCG Retail,Partnership,Punjab,1,0.4075,1,1,82114.49,284,288.23,9.467,0.03755,21,0.04063,1.76,0,0,8,2,0.2754,0,1
MID01002436,101,7299,Personal Services,Proprietorship,Haryana,2,0.5418,1,1,222026.67,331,670.19,11.033,0.01189,5,0.02524,1.2,0,0,0,2,0.0631,1,1
MID01002437,356,7995,Gambling (Prohibited),Pvt Ltd,Delhi,3,0.4194,1,1,225268.15,290,776.34,9.667,0.04526,24,0.04824,1.5,0,0,0,2,0.0985,1,0
MID01002438,731,5499,FMCG Retail,Proprietorship,Delhi,1,0.8818,0,1,188578.8,369,510.65,12.3,0.04515,41,0.03501,2.11,0,0,9,2,0.0741,1,1
MID01002439,237,5734,SaaS & Digital Goods,Proprietorship,Uttar Pradesh,1,0.424,1,0,5116.03,6,767.67,0.2,0.00818,2,0.01499,0.86,0,0,1,1,0.163,1,1
MID01002440,290,4900,Utilities,Partnership,Kerala,1,0.8873,1,1,42696.39,37,1148.27,1.233,0.00868,0,0.0077,0.82,0,1,9,3,0.2679,1,0
MID01002441,478,4814,Telecom & Recharge,Public Ltd,Rajasthan,2,0.8519,1,1,12064.59,25,464.87,0.833,0.00703,0,0.00463,1.61,0,0,2,4,0.1667,0,0
MID01002442,102,5912,Pharmacy,Proprietorship,Rajasthan,1,0.8451,1,1,2020932.95,10306,196.08,343.533,0.01075,196,0.01314,1.13,0,0,7,2,0.1635,2,0
MID01002443,566,5411,Grocery & Kirana,Proprietorship,Maharashtra,3,0.7413,1,0,10860.58,28,376.28,0.933,0.00091,0,0.00408,1.98,0,0,2,1,0.2963,0,1
MID01002444,613,5812,Food & Restaurants,Proprietorship,Uttar Pradesh,1,0.642,1,1,9571.76,80,118.45,2.667,0.01022,0,0.00784,2.82,0,0,17,2,0.1381,0,0
MID01002445,3654,7011,Travel & Hospitality,Partnership,Haryana,1,0.7153,1,1,2593.15,4,575.51,0.133,0.04057,0,0.07522,2.41,1,0,1,1,0.1028,2,0
MID01002446,185,4900,Utilities,Proprietorship,Rajasthan,3,0.8932,0,1,8490.85,32,259.17,1.067,0.02041,0,0.01704,0.45,0,0,3,3,0.2233,0,0
MID01002447,171,5814,QSR & Food Delivery,Proprietorship,Madhya Pradesh,3,0.8517,1,1,37802.22,84,446.24,2.8,0.00824,1,0.03243,1.73,0,0,3,2,0.2549,0,1
MID01002448,583,4121,Mobility & Ride-hailing,Proprietorship,Punjab,2,0.8336,1,1,212533.8,568,373.74,18.933,0.00285,3,0.0073,0.0,0,0,5,3,0.2203,0,0
MID01002449,613,5812,Food & Restaurants,Pvt Ltd,Odisha,3,1.0,0,1,10114.9,35,285.8,1.167,0.02849,0,0.02301,1.45,0,0,3,1,0.2814,0,1
MID01002450,158,5814,QSR & Food Delivery,Proprietorship,Rajasthan,1,0.7851,0,1,240377.82,486,494.16,16.2,0.00223,3,0.02794,1.0,0,0,2,3,0.1346,1,1
MID01002451,3,5734,SaaS & Digital Goods,Partnership,Rajasthan,2,0.5424,1,1,26536.16,73,360.56,2.433,0.01383,2,0.01343,1.56,0,0,0,2,0.2952,0,1
MID01002452,464,5732,Electronics Retail,Proprietorship,Rajasthan,1,0.9272,1,1,33834.24,147,228.74,4.9,0.01544,4,0.03261,1.16,0,0,7,2,0.3365,0,0
MID01002453,118,5812,Food & Restaurants,Proprietorship,Delhi,2,0.7163,1,1,48722.35,324,150.19,10.8,0.01104,4,0.01054,0.83,0,0,2,2,0.1274,0,1
MID01002454,179,5651,Apparel,Proprietorship,Uttar Pradesh,2,0.6144,0,1,263305.7,473,555.77,15.767,0.00499,3,0.01292,1.33,0,0,0,1,0.1935,0,1
MID01002455,295,5912,Pharmacy,Proprietorship,Tamil Nadu,3,0.7684,1,1,37909.85,278,136.22,9.267,0.01087,11,0.01398,2.1,0,0,5,3,0.1444,0,1
MID01002456,732,4900,Utilities,Proprietorship,Uttar Pradesh,1,0.8195,1,1,16419.25,8,2029.07,0.267,0.01663,0,0.05237,2.98,0,0,3,1,0.0419,0,1
MID01002457,147,5734,SaaS & Digital Goods,Proprietorship,Tamil Nadu,1,0.8967,1,1,89892.93,69,1284.9,2.3,0.00345,1,0.003,2.22,0,0,3,3,0.2561,0,1
MID01002458,42,5499,FMCG Retail,Proprietorship,West Bengal,3,0.469,0,1,44608.42,462,96.46,15.4,0.00319,1,0.00706,1.83,0,0,4,1,0.5306,0,1
MID01002459,39,5499,FMCG Retail,Proprietorship,Bihar,2,0.7004,1,1,26087.8,36,709.64,1.2,0.01177,1,0.02359,1.91,0,0,1,1,0.3083,0,1
MID01002460,76,5912,Pharmacy,Proprietorship,Uttar Pradesh,1,0.9279,1,1,176390.6,156,1123.82,5.2,0.01708,9,0.03262,1.07,0,0,4,3,0.3747,0,1
MID01002461,72,5499,FMCG Retail,Proprietorship,Haryana,1,0.6749,1,1,2365.79,9,238.06,0.3,0.0032,0,0.01195,1.14,0,0,5,3,0.2293,0,0
MID01002462,231,5814,QSR & Food Delivery,Proprietorship,Uttar Pradesh,1,0.7892,1,1,89041.66,160,553.35,5.333,0.00454,2,0.00935,1.77,0,0,2,1,0.0854,0,1
MID01002463,82,5411,Grocery & Kirana,Proprietorship,Odisha,1,0.7989,1,1,131021.11,363,360.44,12.1,0.06513,45,0.04319,1.87,0,0,0,1,0.3385,1,1
MID01002464,133,8011,Healthcare,Partnership,Delhi,1,0.6686,1,1,7746.91,10,745.21,0.333,0.0117,0,0.01675,1.52,0,0,1,4,0.582,0,1
MID01002465,124,5732,Electronics Retail,LLP,Madhya Pradesh,2,0.6025,1,0,5703.94,21,269.96,0.7,0.00107,0,0.0012,1.08,0,0,4,4,0.0082,0,0
MID01002466,174,5651,Apparel,Partnership,Punjab,2,0.6627,1,1,151896.02,151,1004.82,5.033,0.01851,4,0.05595,1.01,0,0,1,1,0.3125,1,1
MID01002467,1014,5411,Grocery & Kirana,Proprietorship,Odisha,2,0.6736,1,1,264795.69,746,354.58,24.867,0.06321,81,0.06215,2.34,0,0,0,1,0.0473,1,0
MID01002468,524,7299,Personal Services,Public Ltd,Karnataka,1,0.5664,1,1,381129.26,1256,303.27,41.867,0.02204,57,0.02005,1.35,0,0,11,2,0.0143,1,0
MID01002469,274,5812,Food & Restaurants,Public Ltd,Odisha,1,1.0,1,1,23441.89,32,723.16,1.067,0.00666,0,0.02421,0.63,0,0,3,3,0.1124,0,0
MID01002470,170,5732,Electronics Retail,Proprietorship,Odisha,1,0.9639,1,1,68927.53,75,907.45,2.5,0.00853,1,0.01293,1.36,0,0,3,1,0.2761,0,1
MID01002471,175,7995,Gambling (Prohibited),Proprietorship,Telangana,3,0.6533,1,1,49891.81,1012,49.27,33.733,0.06989,99,0.04635,3.26,0,0,7,1,0.0383,1,1
MID01002472,375,5732,Electronics Retail,Partnership,Kerala,2,0.798,1,1,5172.79,175,29.56,5.833,0.03313,19,0.04313,0.68,0,0,1,3,0.3245,1,0
MID01002473,485,8398,NGO & Donations,LLP,Rajasthan,1,0.6648,1,1,78671.2,143,548.67,4.767,0.03549,7,0.0422,2.06,0,0,2,2,0.2344,0,0
MID01002474,109,5812,Food & Restaurants,Pvt Ltd,Maharashtra,2,0.7566,0,1,46026.7,207,222.34,6.9,0.00471,1,0.02559,1.02,0,0,8,1,0.1441,0,1
MID01002475,280,4900,Utilities,Partnership,West Bengal,2,0.3382,1,1,118892.95,967,122.86,32.233,0.02348,43,0.02284,1.62,0,0,4,4,0.2566,1,1
MID01002476,35,5734,SaaS & Digital Goods,Partnership,Kerala,2,0.6464,1,1,15702.91,54,288.14,1.8,0.01627,0,0.04105,0.37,0,0,2,2,0.0576,1,1
MID01002477,334,5499,FMCG Retail,Public Ltd,Delhi,2,0.61,1,0,236749.96,42,5541.42,1.4,0.01625,0,0.03425,0.99,0,0,2,1,0.0383,1,0
MID01002478,579,4814,Telecom & Recharge,Proprietorship,Gujarat,3,0.8619,1,1,44647.95,366,121.87,12.2,0.01047,10,0.01042,0.43,0,0,1,2,0.0881,0,1
MID01002479,204,5912,Pharmacy,Proprietorship,Rajasthan,1,0.7054,0,1,505578.75,564,895.24,18.8,0.03909,34,0.02939,1.22,0,0,0,1,0.0304,1,1
MID01002480,1663,6300,Insurance,Pvt Ltd,Odisha,2,0.8446,1,0,167243.08,822,203.31,27.4,0.00243,2,0.0567,1.46,0,0,13,1,0.0358,0,1
MID01002481,112,8211,Education,Proprietorship,Maharashtra,2,0.647,1,1,55377.72,507,109.18,16.9,0.03744,34,0.03071,1.45,0,0,3,2,0.2971,1,0
MID01002482,336,4900,Utilities,Proprietorship,Bihar,2,0.7895,1,1,10034.88,43,232.58,1.433,0.0168,2,0.01048,2.53,0,0,1,2,0.2562,0,1
MID01002483,260,5734,SaaS & Digital Goods,Proprietorship,Madhya Pradesh,1,0.7269,1,0,10277.73,91,112.25,3.033,0.00967,0,0.01926,1.92,0,0,1,1,0.0235,0,0
MID01002484,26,5499,FMCG Retail,Proprietorship,Madhya Pradesh,2,0.5979,1,1,256775.49,2610,98.37,87.0,0.00769,34,0.02135,0.03,0,0,0,1,0.1377,1,1
MID01002485,241,5499,FMCG Retail,Proprietorship,Maharashtra,1,0.8541,1,1,176527.64,840,210.1,28.0,0.01168,21,0.024,1.84,0,0,1,2,0.5051,0,0
MID01002486,300,5814,QSR & Food Delivery,Partnership,Rajasthan,2,0.906,1,1,31538.72,208,151.23,6.933,0.01483,6,0.01382,0.63,0,0,1,1,0.1853,0,1
MID01002487,631,4900,Utilities,Proprietorship,Gujarat,2,0.9012,1,1,30536.06,86,353.74,2.867,0.01598,3,0.02657,1.82,0,0,7,1,0.1882,0,1
MID01002488,1072,8011,Healthcare,Partnership,Odisha,1,0.9742,0,1,99626.78,212,469.53,7.067,0.00722,7,0.05627,0.0,0,0,1,1,0.0653,0,1
MID01002489,269,4121,Mobility & Ride-hailing,Proprietorship,Haryana,3,0.812,1,1,6069.94,30,198.31,1.0,0.01761,0,0.04129,1.05,0,0,5,1,0.1542,1,1
MID01002490,611,5812,Food & Restaurants,LLP,Kerala,3,0.8489,1,1,22123.25,31,710.95,1.033,0.02457,0,0.04714,1.48,0,0,7,1,0.0538,1,1
MID01002491,134,5499,FMCG Retail,Partnership,Maharashtra,2,0.6498,1,1,88082.87,396,221.91,13.2,0.01415,7,0.01143,0.44,0,1,15,5,0.5728,1,0
MID01002492,581,6300,Insurance,LLP,Odisha,3,0.964,1,1,106189.25,302,351.36,10.067,0.01161,9,0.02003,2.25,0,0,5,3,0.2832,0,0
MID01002493,126,5734,SaaS & Digital Goods,Proprietorship,West Bengal,3,0.7495,1,1,18981.38,331,57.26,11.033,0.01485,7,0.01626,2.8,0,1,6,3,0.1414,1,1
MID01002494,804,5812,Food & Restaurants,Proprietorship,Tamil Nadu,1,0.8724,1,1,565423.32,1301,434.37,43.367,0.0168,37,0.02857,1.14,0,0,19,1,0.1411,0,0
MID01002495,2466,5411,Grocery & Kirana,Pvt Ltd,Odisha,2,0.8089,1,1,266393.68,86,3062.12,2.867,0.01455,0,0.01925,1.83,0,0,5,2,0.3264,0,1
MID01002496,239,5732,Electronics Retail,Pvt Ltd,Odisha,2,0.7725,1,1,16144.08,19,825.08,0.633,0.00673,0,0.0377,1.91,1,0,6,2,0.5028,2,0
MID01002497,30,5411,Grocery & Kirana,Proprietorship,West Bengal,2,0.7684,0,1,6186.17,17,345.4,0.567,0.01048,1,0.01889,0.71,0,0,2,1,0.316,0,1
MID01002498,156,5734,SaaS & Digital Goods,Partnership,Kerala,3,0.8012,1,1,68723.63,483,142.27,16.1,0.00037,1,0.0068,0.69,0,0,1,1,0.1638,0,0
MID01002499,926,5732,Electronics Retail,Partnership,Kerala,2,0.7081,1,0,31483.54,17,1752.66,0.567,0.00775,0,0.00822,1.48,0,0,5,5,0.1427,0,0
MID01002500,470,5499,FMCG Retail,Proprietorship,Telangana,1,0.844,1,1,27739.99,79,349.01,2.633,0.03296,2,0.04518,2.38,0,0,6,1,0.4015,1,0
MID01002501,346,5812,Food & Restaurants,Partnership,Haryana,2,0.6841,1,1,62657.35,284,220.06,9.467,0.00783,2,0.00843,2.01,0,0,1,3,0.1311,0,1
MID01002502,741,5732,Electronics Retail,Proprietorship,Bihar,2,0.8341,1,0,137929.01,612,225.08,20.4,0.02206,23,0.02223,0.0,1,0,4,1,0.1891,2,1
MID01002503,438,5967,Adult Content (Restricted),Proprietorship,Bihar,1,0.2766,0,1,176126.36,67,2606.31,2.233,0.05252,12,0.06245,4.16,3,0,6,1,0.0223,2,0
MID01002504,913,5651,Apparel,Pvt Ltd,Punjab,1,0.8949,1,1,77754.58,214,362.73,7.133,0.00271,0,0.00456,2.13,0,0,1,3,0.1288,0,0
MID01002505,678,5411,Grocery & Kirana,Proprietorship,Gujarat,1,0.4094,1,1,3463.96,5,605.17,0.167,0.01033,0,0.01271,0.0,0,0,1,3,0.1678,0,1
MID01002506,1238,5812,Food & Restaurants,Pvt Ltd,Odisha,2,0.3352,1,0,206808.06,615,336.03,20.5,0.03293,35,0.02265,1.8,0,0,0,2,0.2462,1,1
MID01002507,387,5734,SaaS & Digital Goods,Partnership,Odisha,1,0.4271,0,0,21557.46,56,380.43,1.867,0.00423,0,0.02552,1.24,0,0,3,5,0.2232,1,0
MID01002508,668,5967,Adult Content (Restricted),Public Ltd,Maharashtra,1,0.6274,1,1,101752.28,369,275.22,12.3,0.10273,67,0.06712,4.25,0,0,5,1,0.1363,1,0
MID01002509,198,5812,Food & Restaurants,Proprietorship,Gujarat,1,0.2706,1,1,46482.13,32,1451.12,1.067,0.02837,3,0.0665,2.0,0,0,18,5,0.0628,0,0
MID01002510,148,4121,Mobility & Ride-hailing,Proprietorship,Rajasthan,2,0.7474,1,1,746678.44,1778,419.75,59.267,0.00168,8,0.02277,1.66,0,0,8,1,0.3042,0,1
MID01002511,1490,5411,Grocery & Kirana,Proprietorship,Rajasthan,1,0.8087,1,1,1155816.99,10171,113.63,339.033,0.00936,169,0.02288,1.35,0,0,2,1,0.3673,1,0
MID01002512,335,5499,FMCG Retail,Partnership,Punjab,1,0.8043,1,1,32939.41,57,575.19,1.9,0.03975,5,0.10506,1.5,0,0,2,1,0.3462,1,0
MID01002513,604,5411,Grocery & Kirana,Proprietorship,West Bengal,2,0.5788,0,1,9064.68,24,363.84,0.8,0.01058,0,0.00702,0.0,0,0,2,3,0.1442,0,1
MID01002514,13,7299,Personal Services,Partnership,Maharashtra,1,0.8777,1,1,7522.49,13,568.51,0.433,0.0158,0,0.04371,0.0,0,0,1,1,0.2057,0,0
MID01002515,150,5734,SaaS & Digital Goods,Proprietorship,Tamil Nadu,1,0.6567,0,0,73967.98,247,299.34,8.233,0.00261,2,0.00847,1.69,0,0,7,2,0.3161,0,1
MID01002516,273,5812,Food & Restaurants,Proprietorship,Haryana,2,0.5758,1,1,22266.39,89,247.9,2.967,0.00392,0,0.02393,1.3,0,0,0,1,0.1657,0,1
MID01002517,1136,5732,Electronics Retail,Pvt Ltd,Punjab,1,0.8247,1,1,17810.89,19,902.11,0.633,0.03,2,0.04196,1.72,0,0,0,2,0.2379,0,0
MID01002518,471,5411,Grocery & Kirana,Pvt Ltd,Kerala,1,0.9181,0,1,32283.36,15,2150.0,0.5,0.01451,3,0.03119,0.84,0,0,2,1,0.3536,0,0
MID01002519,48,5814,QSR & Food Delivery,Proprietorship,Uttar Pradesh,1,0.7113,1,1,79035.33,1043,75.72,34.767,0.00645,8,0.00658,0.63,1,0,1,1,0.2075,2,0
MID01002520,218,5411,Grocery & Kirana,Partnership,Telangana,1,0.6637,1,1,50046.26,115,434.34,3.833,0.00558,1,0.00412,0.82,0,0,11,3,0.269,0,1
MID01002521,1607,5814,QSR & Food Delivery,Proprietorship,Telangana,2,0.7611,0,1,33616.74,135,248.11,4.5,0.00268,1,0.00248,0.56,0,0,9,1,0.2924,0,1
MID01002522,14,5967,Adult Content (Restricted),Pvt Ltd,Punjab,3,0.5692,1,0,14952.75,84,177.56,2.8,0.02515,2,0.04108,2.05,1,0,20,1,0.1226,2,1
MID01002523,44,5411,Grocery & Kirana,Proprietorship,West Bengal,1,0.7999,1,1,35244.48,608,57.92,20.267,0.00684,6,0.00834,1.77,0,0,2,3,0.4465,0,0
MID01002524,1795,8011,Healthcare,Proprietorship,Karnataka,2,0.8171,1,1,85909.0,153,558.2,5.1,0.01092,3,0.026,1.64,0,0,5,2,0.191,0,0
